MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20101026,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100914,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100907,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100831,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,IA,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091103,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091027,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091020,IA,97.14,2.86,0.00,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091013,IA,97.14,2.86,0.00,0.00,0.00,0.00,2009-10-13,2009-10-19,1
20091006,IA,89.72,10.28,0.00,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20090929,IA,80.74,19.26,0.05,0.00,0.00,0.00,2009-09-29,2009-10-05,1
20090922,IA,74.24,25.76,0.92,0.00,0.00,0.00,2009-09-22,2009-09-28,1
20090915,IA,77.52,22.48,0.00,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090908,IA,77.52,22.48,0.00,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090901,IA,97.01,2.99,0.00,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090825,IA,97.01,2.99,0.00,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090818,IA,94.50,5.50,0.00,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090811,IA,98.14,1.86,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090804,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090728,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090721,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090714,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090707,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090630,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090623,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090616,IA,99.80,0.20,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090609,IA,89.72,10.28,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090602,IA,85.53,14.47,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090526,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090512,IA,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090505,IA,98.87,1.13,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090428,IA,98.87,1.13,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090421,IA,95.34,4.66,0.02,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090414,IA,95.34,4.66,0.02,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090407,IA,99.62,0.38,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090331,IA,99.62,0.38,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090324,IA,99.62,0.38,0.00,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090317,IA,99.52,0.48,0.00,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090310,IA,99.52,0.48,0.00,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090303,IA,99.52,0.48,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090224,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090217,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090210,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090203,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090127,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090120,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090113,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090106,IA,96.95,3.05,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20081230,IA,96.95,3.05,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081223,IA,96.95,3.05,0.00,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081216,IA,92.58,7.42,1.86,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081209,IA,92.58,7.42,1.86,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081202,IA,92.58,7.42,1.86,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081125,IA,92.58,7.42,1.86,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081118,IA,92.58,7.42,1.86,0.00,0.00,0.00,2008-11-18,2008-11-24,1
20081111,IA,91.17,8.83,2.48,0.00,0.00,0.00,2008-11-11,2008-11-17,1
20081104,IA,92.91,7.09,1.66,0.00,0.00,0.00,2008-11-04,2008-11-10,1
20081028,IA,92.91,7.09,1.66,0.00,0.00,0.00,2008-10-28,2008-11-03,1
20081021,IA,90.75,9.25,2.23,0.00,0.00,0.00,2008-10-21,2008-10-27,1
20081014,IA,90.79,9.21,2.20,0.00,0.00,0.00,2008-10-14,2008-10-20,1
20081007,IA,74.66,25.34,2.94,0.00,0.00,0.00,2008-10-07,2008-10-13,1
20080930,IA,74.66,25.34,2.94,0.00,0.00,0.00,2008-09-30,2008-10-06,1
20080923,IA,74.66,25.34,2.48,0.00,0.00,0.00,2008-09-23,2008-09-29,1
20080916,IA,89.53,10.47,0.00,0.00,0.00,0.00,2008-09-16,2008-09-22,1
20080909,IA,82.62,17.38,3.27,0.00,0.00,0.00,2008-09-09,2008-09-15,1
20080902,IA,82.34,17.66,3.27,0.00,0.00,0.00,2008-09-02,2008-09-08,1
20080826,IA,82.93,17.07,0.43,0.00,0.00,0.00,2008-08-26,2008-09-01,1
20080819,IA,94.80,5.20,0.00,0.00,0.00,0.00,2008-08-19,2008-08-25,1
20080812,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-08-12,2008-08-18,1
20080805,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-08-05,2008-08-11,1
20080729,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-29,2008-08-04,1
20080722,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-22,2008-07-28,1
20080715,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-15,2008-07-21,1
20080708,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-08,2008-07-14,1
20080701,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-07-01,2008-07-07,1
20080624,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-06-24,2008-06-30,1
20080617,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-06-17,2008-06-23,1
20080610,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-06-10,2008-06-16,1
20080603,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-06-03,2008-06-09,1
20080527,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-27,2008-06-02,1
20080520,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-20,2008-05-26,1
20080513,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-13,2008-05-19,1
20080506,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-05-06,2008-05-12,1
20080429,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-29,2008-05-05,1
20080422,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-22,2008-04-28,1
20080415,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-15,2008-04-21,1
20080408,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-08,2008-04-14,1
20080401,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-04-01,2008-04-07,1
20080325,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-25,2008-03-31,1
20080318,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-18,2008-03-24,1
20080311,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-11,2008-03-17,1
20080304,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-03-04,2008-03-10,1
20080226,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-26,2008-03-03,1
20080219,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-19,2008-02-25,1
20080212,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-12,2008-02-18,1
20080205,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-02-05,2008-02-11,1
20080129,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-29,2008-02-04,1
20080122,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-22,2008-01-28,1
20080115,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-15,2008-01-21,1
20080108,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-08,2008-01-14,1
20080101,IA,100.00,0.00,0.00,0.00,0.00,0.00,2008-01-01,2008-01-07,1
20071225,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-12-25,2007-12-31,1
20071218,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-12-18,2007-12-24,1
20071211,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-12-11,2007-12-17,1
20071204,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-12-04,2007-12-10,1
20071127,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-11-27,2007-12-03,1
20071120,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-11-20,2007-11-26,1
20071113,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-11-13,2007-11-19,1
20071106,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-11-06,2007-11-12,1
20071030,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-10-30,2007-11-05,1
20071023,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-10-23,2007-10-29,1
20071016,IA,99.93,0.07,0.00,0.00,0.00,0.00,2007-10-16,2007-10-22,1
20071009,IA,99.93,0.07,0.00,0.00,0.00,0.00,2007-10-09,2007-10-15,1
20071002,IA,99.93,0.07,0.00,0.00,0.00,0.00,2007-10-02,2007-10-08,1
20070925,IA,99.93,0.07,0.00,0.00,0.00,0.00,2007-09-25,2007-10-01,1
20070918,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-09-18,2007-09-24,1
20070911,IA,99.62,0.38,0.00,0.00,0.00,0.00,2007-09-11,2007-09-17,1
20070904,IA,99.62,0.38,0.00,0.00,0.00,0.00,2007-09-04,2007-09-10,1
20070828,IA,97.78,2.22,0.21,0.00,0.00,0.00,2007-08-28,2007-09-03,1
20070821,IA,69.09,30.91,10.71,2.41,0.00,0.00,2007-08-21,2007-08-27,1
20070814,IA,39.57,60.43,16.41,6.49,0.00,0.00,2007-08-14,2007-08-20,1
20070807,IA,38.21,61.79,22.45,3.00,0.00,0.00,2007-08-07,2007-08-13,1
20070731,IA,32.85,67.15,27.72,3.51,0.00,0.00,2007-07-31,2007-08-06,1
20070724,IA,29.64,70.36,27.24,1.24,0.00,0.00,2007-07-24,2007-07-30,1
20070717,IA,33.13,66.87,27.24,0.00,0.00,0.00,2007-07-17,2007-07-23,1
20070710,IA,47.02,52.98,15.14,0.00,0.00,0.00,2007-07-10,2007-07-16,1
20070703,IA,72.75,27.25,0.00,0.00,0.00,0.00,2007-07-03,2007-07-09,1
20070626,IA,97.02,2.98,0.00,0.00,0.00,0.00,2007-06-26,2007-07-02,1
20070619,IA,99.93,0.07,0.00,0.00,0.00,0.00,2007-06-19,2007-06-25,1
20070612,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-06-12,2007-06-18,1
20070605,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-06-05,2007-06-11,1
20070529,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-05-29,2007-06-04,1
20070522,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-05-22,2007-05-28,1
20070515,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-05-15,2007-05-21,1
20070508,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-05-08,2007-05-14,1
20070501,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-05-01,2007-05-07,1
20070424,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-24,2007-04-30,1
20070417,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-17,2007-04-23,1
20070410,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-10,2007-04-16,1
20070403,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-04-03,2007-04-09,1
20070327,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-27,2007-04-02,1
20070320,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-20,2007-03-26,1
20070313,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-13,2007-03-19,1
20070306,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-03-06,2007-03-12,1
20070227,IA,100.00,0.00,0.00,0.00,0.00,0.00,2007-02-27,2007-03-05,1
20070220,IA,85.05,14.95,0.00,0.00,0.00,0.00,2007-02-20,2007-02-26,1
20070213,IA,85.05,14.95,0.00,0.00,0.00,0.00,2007-02-13,2007-02-19,1
20070206,IA,85.05,14.95,0.00,0.00,0.00,0.00,2007-02-06,2007-02-12,1
20070130,IA,85.05,14.95,0.00,0.00,0.00,0.00,2007-01-30,2007-02-05,1
20070123,IA,85.05,14.95,0.00,0.00,0.00,0.00,2007-01-23,2007-01-29,1
20070116,IA,65.04,34.96,4.40,0.00,0.00,0.00,2007-01-16,2007-01-22,1
20070109,IA,65.04,34.96,4.40,0.00,0.00,0.00,2007-01-09,2007-01-15,1
20070102,IA,64.91,35.09,4.40,0.00,0.00,0.00,2007-01-02,2007-01-08,1
20061226,IA,54.22,45.78,4.40,0.00,0.00,0.00,2006-12-26,2007-01-01,1
20061219,IA,54.22,45.78,4.40,0.00,0.00,0.00,2006-12-19,2006-12-25,1
20061212,IA,66.19,33.81,0.00,0.00,0.00,0.00,2006-12-12,2006-12-18,1
20061205,IA,69.46,30.54,0.00,0.00,0.00,0.00,2006-12-05,2006-12-11,1
20061128,IA,72.43,27.57,5.57,0.00,0.00,0.00,2006-11-28,2006-12-04,1
20061121,IA,72.41,27.59,5.60,0.00,0.00,0.00,2006-11-21,2006-11-27,1
20061114,IA,72.45,27.55,5.48,0.00,0.00,0.00,2006-11-14,2006-11-20,1
20061107,IA,76.01,23.99,5.48,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061031,IA,76.01,23.99,5.48,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061024,IA,75.74,24.26,5.91,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061017,IA,75.74,24.26,5.91,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061010,IA,75.74,24.26,5.91,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061003,IA,75.70,24.30,4.13,0.00,0.00,0.00,2006-10-03,2006-10-09,1
20060926,IA,75.54,24.46,4.13,0.00,0.00,0.00,2006-09-26,2006-10-02,1
20060919,IA,63.65,36.35,4.13,0.00,0.00,0.00,2006-09-19,2006-09-25,1
20060912,IA,61.69,38.31,13.19,0.00,0.00,0.00,2006-09-12,2006-09-18,1
20060905,IA,48.78,51.22,14.77,0.00,0.00,0.00,2006-09-05,2006-09-11,1
20060829,IA,48.93,51.07,15.10,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060822,IA,43.93,56.07,19.38,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060815,IA,31.32,68.68,36.48,0.01,0.00,0.00,2006-08-15,2006-08-21,1
20060808,IA,23.07,76.93,46.62,8.23,0.00,0.00,2006-08-08,2006-08-14,1
20060801,IA,19.55,80.45,57.27,25.92,0.00,0.00,2006-08-01,2006-08-07,1
20060725,IA,15.21,84.79,64.39,23.56,0.00,0.00,2006-07-25,2006-07-31,1
20060718,IA,12.64,87.36,64.22,15.59,0.00,0.00,2006-07-18,2006-07-24,1
20060711,IA,14.17,85.83,40.76,0.00,0.00,0.00,2006-07-11,2006-07-17,1
20060704,IA,22.64,77.36,49.51,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060627,IA,26.76,73.24,45.76,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060620,IA,22.18,77.82,31.50,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060613,IA,22.23,77.77,18.36,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060606,IA,70.48,29.52,3.70,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060530,IA,69.99,30.01,5.01,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060523,IA,58.96,41.04,5.01,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060516,IA,59.84,40.16,3.46,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060509,IA,59.84,40.16,1.91,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060502,IA,57.44,42.56,1.90,0.00,0.00,0.00,2006-05-02,2006-05-08,1
20060425,IA,57.54,42.46,17.91,0.00,0.00,0.00,2006-04-25,2006-05-01,1
20060418,IA,54.53,45.47,17.55,0.00,0.00,0.00,2006-04-18,2006-04-24,1
20060411,IA,44.11,55.89,23.10,0.00,0.00,0.00,2006-04-11,2006-04-17,1
20060404,IA,43.97,56.03,28.98,0.00,0.00,0.00,2006-04-04,2006-04-10,1
20060328,IA,26.92,73.08,58.46,38.32,0.00,0.00,2006-03-28,2006-04-03,1
20060321,IA,27.30,72.70,58.46,38.32,0.00,0.00,2006-03-21,2006-03-27,1
20060314,IA,27.30,72.70,58.42,38.32,0.00,0.00,2006-03-14,2006-03-20,1
20060307,IA,27.73,72.27,64.09,32.90,0.00,0.00,2006-03-07,2006-03-13,1
20060228,IA,26.95,73.05,64.66,32.90,0.00,0.00,2006-02-28,2006-03-06,1
20060221,IA,26.95,73.05,62.08,30.19,0.00,0.00,2006-02-21,2006-02-27,1
20060214,IA,26.49,73.51,62.25,30.22,0.00,0.00,2006-02-14,2006-02-20,1
20060207,IA,26.49,73.51,62.25,30.22,0.00,0.00,2006-02-07,2006-02-13,1
20060131,IA,26.49,73.51,60.75,29.06,0.00,0.00,2006-01-31,2006-02-06,1
20060124,IA,26.49,73.51,60.77,32.72,7.69,0.00,2006-01-24,2006-01-30,1
20060117,IA,26.49,73.51,60.77,32.72,7.69,0.00,2006-01-17,2006-01-23,1
20060110,IA,25.22,74.78,57.12,32.72,7.79,0.00,2006-01-10,2006-01-16,1
20060103,IA,25.22,74.78,58.90,32.72,8.08,0.00,2006-01-03,2006-01-09,1
20051227,IA,25.37,74.63,58.90,32.72,8.08,0.00,2005-12-27,2006-01-02,1
20051220,IA,25.37,74.63,58.90,32.72,8.08,0.00,2005-12-20,2005-12-26,1
20051213,IA,25.37,74.63,58.90,32.72,8.08,0.00,2005-12-13,2005-12-19,1
20051206,IA,25.37,74.63,58.90,32.72,8.08,0.00,2005-12-06,2005-12-12,1
20051129,IA,25.37,74.63,58.90,32.72,8.08,0.00,2005-11-29,2005-12-05,1
20051122,IA,25.37,74.63,58.90,32.00,8.08,0.00,2005-11-22,2005-11-28,1
20051115,IA,24.74,75.26,58.90,32.00,8.08,0.00,2005-11-15,2005-11-21,1
20051108,IA,24.74,75.26,58.90,32.00,8.08,0.00,2005-11-08,2005-11-14,1
20051101,IA,24.74,75.26,58.90,32.20,8.17,0.00,2005-11-01,2005-11-07,1
20051025,IA,24.74,75.26,58.90,32.20,8.17,0.00,2005-10-25,2005-10-31,1
20051018,IA,24.74,75.26,59.51,33.48,8.17,0.00,2005-10-18,2005-10-24,1
20051011,IA,28.02,71.98,55.15,30.09,7.28,0.00,2005-10-11,2005-10-17,1
20051004,IA,34.69,65.31,47.12,17.88,7.28,0.00,2005-10-04,2005-10-10,1
20050927,IA,41.91,58.09,42.24,16.13,3.92,0.00,2005-09-27,2005-10-03,1
20050920,IA,40.46,59.54,39.42,16.13,3.32,0.00,2005-09-20,2005-09-26,1
20050913,IA,39.69,60.31,40.45,15.72,6.26,0.00,2005-09-13,2005-09-19,1
20050906,IA,43.55,56.45,20.88,12.62,5.32,0.00,2005-09-06,2005-09-12,1
20050830,IA,66.14,33.86,20.75,12.30,5.13,0.00,2005-08-30,2005-09-05,1
20050823,IA,68.56,31.44,20.75,10.95,5.13,0.00,2005-08-23,2005-08-29,1
20050816,IA,74.28,25.72,19.69,11.87,3.89,0.00,2005-08-16,2005-08-22,1
20050809,IA,58.68,41.32,25.41,19.40,10.95,0.00,2005-08-09,2005-08-15,1
20050802,IA,61.91,38.09,23.17,15.14,6.81,0.00,2005-08-02,2005-08-08,1
20050726,IA,56.75,43.25,23.62,12.03,3.96,0.00,2005-07-26,2005-08-01,1
20050719,IA,53.90,46.10,20.62,6.24,2.07,0.00,2005-07-19,2005-07-25,1
20050712,IA,53.93,46.07,10.25,2.29,0.00,0.00,2005-07-12,2005-07-18,1
20050705,IA,81.69,18.31,6.50,1.63,0.00,0.00,2005-07-05,2005-07-11,1
20050628,IA,82.61,17.39,6.77,0.50,0.00,0.00,2005-06-28,2005-07-04,1
20050621,IA,75.42,24.58,4.37,0.00,0.00,0.00,2005-06-21,2005-06-27,1
20050614,IA,79.67,20.33,0.00,0.00,0.00,0.00,2005-06-14,2005-06-20,1
20050607,IA,87.55,12.45,0.49,0.00,0.00,0.00,2005-06-07,2005-06-13,1
20050531,IA,87.51,12.49,0.00,0.00,0.00,0.00,2005-05-31,2005-06-06,1
20050524,IA,92.47,7.53,0.00,0.00,0.00,0.00,2005-05-24,2005-05-30,1
20050517,IA,100.00,0.00,0.00,0.00,0.00,0.00,2005-05-17,2005-05-23,1
20050510,IA,76.17,23.83,0.00,0.00,0.00,0.00,2005-05-10,2005-05-16,1
20050503,IA,86.62,13.38,0.00,0.00,0.00,0.00,2005-05-03,2005-05-09,1
20050426,IA,93.38,6.62,0.00,0.00,0.00,0.00,2005-04-26,2005-05-02,1
20050419,IA,98.18,1.82,0.00,0.00,0.00,0.00,2005-04-19,2005-04-25,1
20050412,IA,97.65,2.35,0.00,0.00,0.00,0.00,2005-04-12,2005-04-18,1
20050405,IA,89.65,10.35,0.00,0.00,0.00,0.00,2005-04-05,2005-04-11,1
20050329,IA,89.80,10.20,0.00,0.00,0.00,0.00,2005-03-29,2005-04-04,1
20050322,IA,83.97,16.03,0.00,0.00,0.00,0.00,2005-03-22,2005-03-28,1
20050315,IA,83.97,16.03,0.00,0.00,0.00,0.00,2005-03-15,2005-03-21,1
20050308,IA,83.97,16.03,0.00,0.00,0.00,0.00,2005-03-08,2005-03-14,1
20050301,IA,83.97,16.03,0.00,0.00,0.00,0.00,2005-03-01,2005-03-07,1
